YEAR	EW_LW	CWTALL90.Chrono	CWTALL50.Chrono	CWAadj90.Chrono	CWAadj50.Chrono	RWDadj90.Chrono	RWDadj50.Chrono	CTA90.Chrono	CTA50.Chrono	NUM.Chrono	NUM.TOT.Chrono
2017	EW	4.019346281	3.160450739	395.0040603	283.4719839	0.589060533	0.462083647	907.6208717	671.0538754	578.0513371	886.7682555
2017	LW	6.910679104	5.466359582	433.414459	326.7786759	0.938665565	0.815313885	605.6609231	407.8435643	323.8828475	886.7682555
2018	EW	3.771276282	2.964022386	367.0340685	278.4751988	0.575714051	0.448443042	867.2171876	650.9279163	522.882441	745.796883
2018	LW	6.430035614	4.908759365	398.2758805	297.3227226	0.911114511	0.759701814	586.4647939	403.3335417	204.5132721	745.796883
2019	EW	4.115889781	3.231810323	407.3955236	300.5114431	0.602508329	0.468463489	923.468578	675.0823487	580.5017153	842.7790655
2019	LW	7.066484144	5.494575697	456.7120435	332.1869579	0.931444007	0.802982138	633.7635413	424.1933896	255.6955149	842.7790655
2020	EW	4.17567227	3.197252524	384.2389797	286.132755	0.595417795	0.460668172	875.4400968	659.0510093	488.0535234	819.0779134
2020	LW	6.811300949	5.373483328	439.0017242	310.8485343	0.937456144	0.812783047	602.1998771	395.2945897	279.0938909	819.0779134
2021	EW	3.93006752	2.91961855	385.026178	272.6055065	0.585443573	0.456119012	874.2324679	623.1613961	497.3355094	709.8320778
2021	LW	5.948925328	4.522616438	371.7336681	267.6610513	0.854093035	0.703055325	574.4958038	375.3023851	229.3687863	709.8320778
